that	O
the	O
car	O
was	O
struck	O
by	O
a	O
tank	O
fire	O
but	O
an	O
army	O
spokesman	O
claimed	O
that	O
ground	O
soldiers	O
fired	O
warning	O
shots	O
in	O
the	O
air	O
before	O
targeting	O
the	O
car	O
.	O
He	O
also	O
said	O
that	O
only	O
two	O
people	O
were	O
wounded	O
in	O
the	O
shooting	O
.	O
Elsewhere	O
,	O
U.S.	O
troops	O
fired	O
on	O
a	O
car	O
that	O
sped	O
toward	O
them	O
near	O
the	O
central	O
city	O
of	O
Samarra	O
on	O
Sunday	O
morning	O
,	O
wounding	O
two	O
people	O
,	O
the	O
military	O
said	O
.	O
A	O
spokesman	O
said	O
ground	O
troops	O
fired	O
warning	O
shots	O
before	O
aiming	O
directly	O
at	O
the	O
vehicle	O
.	O
The	O
driver	O
and	O
a	O
passenger	O
were	O
wounded	O
.	O
Iraqi	O
police	O
and	O
several	O
witnesses	O
,	O
however	O
,	O
reported	O
that	O
four	KILLED
people	O
were	O
killed	O
and	O
that	O
the	O
vehicle	O
was	O
hit	O
by	O
tank	O
fire	O
.	O
In	O
the	O
southern	O
town	O
of	O
Numaniya	O
,	O
near	O
Kut	O
,	O
gunmen	O
shot	O
dead	O
the	O
son	O
of	O
Habib	O
Salman	O
al-Katib	O
,	O
a	O
representative	O
of	O
Grand	O
Ayatollah	O
Ali	O
al-Sistani	O
,	O
the	O
leading	O
Shia	O
clerical	O
authority	O
in	O
Iraq	O
.	O
Several	O
of	O
his	O
aides	O
have	O
been	O
assassinated	O
in	O
recent	O
days	O
.	O
The	O
son	O
of	O
an	O
official	O
close	O
to	O
Grand	O
Ayat	O
Allah	O
Ali	O
al-Sistani	O
--	O
Iraq	O
's	O
most	O
influential	O
Shia	O
figure	O
-	O
has	O
been	O
shot	O
dead	O
southeast	O
of	O
Baghdad	O
by	O
an	O
unknown	O
assailant	O
.	O
Ali	O
al-Khatib	O
,	O
the	O
30-year-old	O
son	O
of	O
Sayyid	O
Habib	O
al-Khatib	O
,	O
was	O
killed	O
on	O
Sunday	O
in	O
the	O
town	O
of	O
Naamaniya	O
.	O
On	O
Sunday	O
,	O
a	O
total	O
of	O
17	O
people	O
were	O
killed	O
in	O
the	O
Suwaria	O
and	O
Kut	O
area	O
,	O
including	O
three	KILLED
Iraqi	O
policemen	O
and	O
three	KILLED
Iraqi	O
National	O
Guard	O
soldiers	O
killed	O
in	O
separate	O
attacks	O
.	O
·	O
Attacks	O
near	O
Kut	O
killed	O
three	KILLED
policemen	O
and	O
three	KILLED
national	O
guard	O
officers	O
.	O
An	O
Iraqi	O
civilian	O
was	O
also	O
shot	O
dead	O
.	O
An	O
Iraqi	O
security	O
source	O
said	O
that	O
a	O
US	O
force	O
executed	O
two	KILLED
Iraqi	O
youths	O
south	O
of	O
Samarra	O
,	O
north	O
of	O
Baghdad	O
,	O
following	O
an	O
attack	O
on	O
this	O
force	O
.	O
In	O
an	O
exclusive	O
statement	O
to	O
a	O
Quds	O
Press	O
correspondent	O
,	O
the	O
source	O
stressed	O
that	O
armed	O
men	O
carried	O
out	O
a	O
rocket	O
attack	O
on	O
a	O
US	O
forces	O
patrol	O
in	O
Al-Zira	O
`	O
ah	O
neighbourhood	O
south	O
of	O
Samarra	O
at	O
noon	O
yesterday	O
,	O
20	O
July	O
,	O
destroying	O
a	O
Hummer	O
.	O
Following	O
this	O
,	O
the	O
US	O
forces	O
opened	O
random	O
fire	O
,	O
broke	O
into	O
houses	O
of	O
civilians	O
living	O
near	O
the	O
site	O
of	O
the	O
attack	O
,	O
arrested	O
two	KILLED
youths	O
,	O
handcuffed	O
them	O
,	O
and	O
lined	O
them	O
up	O
against	O
a	O
wall	O
before	O
opening	O
fire	O
on	O
them	O
.	O
The	O
city	O
of	O
Samarra	O
witnesses	O
constant	O
confrontations	O
between	O
armed	O
men	O
and	O
US	O
forces	O
,	O
something	O
which	O
prompts	O
the	O
US	O
forces	O
to	O
conduct	O
random	O
arrests	O
and	O
executions	O
in	O
response	O
to	O
these	O
attacks	O
.	O
A	O
suicide	O
bomber	O
in	O
Kut	O
killed	O
seven	KILLED
onlookers	O
at	O
a	O
policeman	O
's	O
funeralA	O
kamikaze	O
terrorist	O
triggered	O
a	O
''	O
``	O
shaheed	O
belt	O
''	O
''	O
during	O
the	O
funeral	O
of	O
four	O
policemen	O
in	O
the	O
Iraqi	O
city	O
of	O
El-Suweira	O
,	O
which	O
is	O
south	O
of	O
Baghdad	O
,	O
killing	O
seven	KILLED
people	O
.	O
As	O
mourners	O
gathered	O
for	O
the	O
policemen	O
's	O
funeral	O
,	O
a	O
suicide	O
bomber	O
killed	O
another	O
seven	KILLED
people	O
all	O
civilians	O
and	O
himself	O
.	O
A	O
Kurdish	O
political	O
party	O
member	O
was	O
ambushed	O
and	O
killed	O
in	O
eastern	O
Mosul	O
,	O
police	O
also	O
said	O
,	O
speaking	O
on	O
condition	O
of	O
anonymity	O
for	O
the	O
same	O
reason	O
.	O
BAGHDAD	O
-	O
One	O
person	O
was	O
killed	O
and	O
seven	INJURED
were	O
wounded	O
by	O
two	O
mortar	O
shells	O
that	O
struck	O
near	O
the	O
main	O
gate	O
of	O
Ibn-Alnafees	O
hospital	O
in	O
central	O
Baghdad	O
,	O
police	O
said	O
.	O
MAHMUDIYA	O
-	O
Mortars	O
killed	O
one	KILLED
person	O
and	O
wounded	O
five	INJURED
others	O
on	O
Friday	O
in	O
Mahmudiya	O
,	O
police	O
said	O
.	O
Unknown	O
gunmen	O
killed	O
a	O
police	O
officer	O
and	O
his	O
wife	O
on	O
Friday	O
afternoon	O
,	O
July	O
20	O
,	O
in	O
southern	O
Baghdad	O
.	O
Policed	O
source	O
told	O
NINA	O
,	O
''	O
``	O
Unknown	O
gunmen	O
opened	O
fire	O
on	O
Police	O
Major	O
Mohammed	O
Shukor	O
Mahmoud	O
and	O
his	O
wife	O
on	O
Friday	O
afternoon	O
in	O
Mehdiya	O
neighbourhood	O
in	O
Doura	O
district	O
,	O
southern	O
Baghdad	O
,	O
killing	O
them	O
instantly	O
before	O
fleeing	O
.	O
''	O
''	O
Another	O
group	O
assassinated	O
two	KILLED
women	O
in	O
Nawfal	O
area	O
north	O
suburb	O
of	O
Muqdadya	O
Today	O
afternoon	O
,	O
gunmen	O
group	O
assassinated	O
two	KILLED
civilian	O
in	O
Al	O
Muqdaya	O
suburb	O
.	O
Today	O
afternoon	O
,	O
unknown	O
dead	O
body	O
has	O
been	O
handed	O
over	O
to	O
AL	O
Muqdadya	O
hospital	O
.	O
The	O
victim	O
has	O
been	O
shot	O
many	O
times	O
in	O
his	O
body	O
Meanwhile	O
,	O
six	O
bodies	O
were	O
discovered	O
Monday	O
,	O
three	KILLED
of	O
them	O
near	O
TikritMeanwhile	O
,	O
six	O
bodies	O
were	O
discovered	O
,	O
three	KILLED
of	O
them	O
near	O
Tikrit	O
and	O
the	O
others	O
by	O
Dhuluiyah	O
,	O
police	O
said	O
,	O
adding	O
they	O
thought	O
the	O
dead	O
had	O
worked	O
for	O
the	O
US	O
military	O
.	O
Yesterday	O
evening	O
,	O
gunmen	O
group	O
attack	O
Al	O
Gsayreed	O
village	O
35km	O
north	O
east	O
Baghdad	O
the	O
village	O
lay	O
in	O
Al	O
Khalis	O
province	O
.	O
The	O
attack	O
caused	O
killing	O
one	KILLED
civilian	O
Around	O
9:30	O
,	O
gunmen	O
targeted	O
civilian	O
car	O
in	O
Al	O
Ealam	O
neighborhood	O
south	O
east	O
Baghdad	O
.	O
The	O
incident	O
caused	O
killing	O
1	KILLED
and	O
injuring	O
3	INJURED
civilians	O
In	O
the	O
central	O
city	O
of	O
Kut	O
,	O
gunmen	O
shot	O
dead	O
a	O
civilian	O
on	O
Wednesday	O
in	O
the	O
Al-Jamahir	O
neighbourhood	O
,	O
police	O
Lieutenant	O
Mohammed	O
Jassim	O
said	O
.	O
Jassim	O
said	O
the	O
victim	O
was	O
part	O
of	O
a	O
neighbhourhood	O
watch	O
group	O
that	O
guarded	O
the	O
area	O
at	O
night	O
to	O
prevent	O
insurgent	O
and	O
militia	O
attacks	O
.	O
Another	O
civilian	O
was	O
gunned	O
down	O
by	O
armed	O
men	O
in	O
a	O
village	O
south	O
of	O
Kut	O
18	O
July	O
,	O
the	O
police	O
men	O
found	O
the	O
body	O
of	O
strangled	O
child	O
in	O
Kany	O
Sard	O
neighborhood	O
west	O
of	O
Derbindikhan	O
-LRB-	O
70	O
km	O
south	O
Sulaymaniah	O
-RRB-	O
.	O
The	O
victim	O
called	O
Ali	O
Yahiy	O
Abood	O
from	O
Diyala	O
moved	O
recently	O
to	O
Sulaymaniah	O
while	O
a	O
civilian	O
was	O
gunned	O
down	O
in	O
the	O
eastern	O
part	O
of	O
the	O
city	O
,	O
according	O
to	O
Captain	O
Sher	O
Khwan	O
from	O
the	O
Kirkuk	O
police	O
.	O
In	O
the	O
southern	O
city	O
of	O
Amara	O
,	O
a	O
former	O
member	O
of	O
the	O
Baath	O
party	O
was	O
shot	O
dead	O
by	O
unknown	O
gunmen	O
,	O
police	O
said	O
.	O
In	O
the	O
latest	O
violence	O
,	O
a	O
series	O
of	O
roadside	O
bombs	O
exploded	O
early	O
today	O
in	O
separate	O
areas	O
of	O
east	O
Baghdad	O
,	O
killing	O
11	O
people	O
and	O
wounding	O
more	O
than	O
a	O
dozen	O
,	O
police	O
said.The	O
first	O
of	O
today	O
's	O
roadside	O
blasts	O
occurred	O
about	O
7:30	O
a.m.	O
near	O
the	O
Dhubat	O
neighborhood	O
,	O
killing	O
four	KILLED
civilians	O
and	O
wounding	O
seven	INJURED
others	O
,	O
police	O
said	O
.	O
Unidentified	O
gunmen	O
attacked	O
three	KILLED
tanker	O
trucks	O
carrying	O
crude	O
oil	O
after	O
killing	O
their	O
drivers	O
in	O
al-Latifiya	O
town	O
south	O
of	O
Baghdad	O
and	O
fled	O
to	O
unknown	O
destination	O
,	O
a	O
security	O
source	O
said	O
on	O
Wednesday	O
.	O
''	O
``	O
Unidentified	O
gunmen	O
in	O
two	O
civilian	O
vehicles	O
intercepted	O
and	O
took	O
three	KILLED
oil	O
tanker	O
trucks	O
while	O
on	O
their	O
way	O
to	O
Doura	O
refinery	O
,	O
southern	O
Baghdad	O
,	O
today	O
,	O
near	O
Latifiya	O
town	O
after	O
killing	O
the	O
drivers	O
''	O
''	O
the	O
source	O
,	O
who	O
preferred	O
not	O
to	O
be	O
named	O
,	O
told	O
the	O
independent	O
news	O
agency	O
Voices	O
of	O
Iraq	O
-LRB-	O
VOI	O
-RRB-	O
.	O
''	O
``	O
They	O
emptied	O
the	O
trucks	O
from	O
oil	O
and	O
took	O
them	O
to	O
unknown	O
destination	O
''	O
''	O
explained	O
the	O
source	O
.	O
''	O
``	O
The	O
attackers	O
fled	O
the	O
scene	O
while	O
police	O
forces	O
sealed	O
off	O
the	O
area	O
and	O
started	O
a	O
search	O
campaign	O
in	O
hunt	O
for	O
the	O
gunmen	O
''	O
''	O
said	O
the	O
source	O
.	O
Unidentified	O
assailants	O
shot	O
dead	O
a	O
family	O
of	O
three	KILLED
members	O
,	O
man	O
,	O
wife	O
and	O
their	O
son	O
in	O
Hilla	O
city	O
last	O
Tuesday	O
night	O
,	O
said	O
a	O
security	O
source	O
.	O
He	O
added	O
that	O
the	O
commander	O
of	O
Hilla	O
police	O
allotted	O
a	O
reward	O
of	O
500,000	O
Iraqi	O
dinars	O
to	O
whoever	O
provide	O
information	O
about	O
the	O
murderers	O
.	O
To	O
the	O
north	O
,	O
unknown	O
gunmen	O
Sunday	O
assassinated	O
Younes	O
Idris	O
Al-Hiyali	O
,	O
a	O
member	O
of	O
the	O
Mosul	O
Law	O
Council	O
,	O
according	O
to	O
a	O
provincial	O
council	O
member	O
.	O
The	O
council	O
member	O
lamented	O
Al-Hiyali	O
's	O
death	O
but	O
said	O
Iraqis	O
would	O
''	O
``	O
continue	O
forward	O
despite	O
all	O
efforts	O
by	O
these	O
criminals	O
.	O
''	O
''	O
Insurgents	O
shot	O
dead	O
a	O
member	O
of	O
a	O
local	O
government	O
council	O
in	O
Mosul	O
MAHAWEEL	O
-	O
Two	O
bodies	O
dumped	O
in	O
Mahaweel	O
,	O
75	O
km	O
south	O
of	O
Baghdad	O
,	O
police	O
said	O
.	O
JURF	O
AL-SAKHAR	O
-	O
Two	O
civilians	O
killed	O
and	O
four	INJURED
wounded	O
by	O
a	O
roadside	O
bomb	O
near	O
Jurf	O
al-Sakhar	O
,	O
85	O
km	O
south	O
of	O
Baghdad	O
,	O
police	O
said	O
.	O
Gunmen	O
killed	O
a	O
woman	O
near	O
Al	O
Shaima	O
village	O
today	O
.	O
Baqouba	O
hospital	O
received	O
two	KILLED
dead	O
bodies	O
one	O
of	O
a	O
police	O
man	O
.	O
Gunmen	O
killed	O
one	KILLED
citizen	O
and	O
injured	O
two	INJURED
in	O
Al	O
Mafraq	O
area	O
in	O
Baqouba	O
today	O
.	O
In	O
Fallujah	O
,	O
45	O
kilometres	O
west	O
of	O
Baghdad	O
,	O
three	KILLED
policemen	O
were	O
killed	O
Tuesday	O
when	O
gunmen	O
opened	O
fire	O
on	O
a	O
patrol	O
,	O
Voices	O
of	O
Iraq	O
reported	O
citing	O
a	O
police	O
source.Three	O
policemen	O
were	O
killed	O
on	O
Tuesday	O
when	O
gunmen	O
attacked	O
their	O
vehicle	O
patrol	O
in	O
Falluja	O
,	O
a	O
police	O
source	O
said	O
.	O
''	O
``	O
Unknown	O
gunmen	O
attacked	O
a	O
police	O
vehicle	O
patrol	O
in	O
al-Baath	O
neighborhood	O
,	O
central	O
Falluja	O
,	O
today	O
at	O
2:00	O
pm	O
,	O
''	O
''	O
the	O
source	O
,	O
who	O
spoke	O
on	O
anonymity	O
condition	O
,	O
told	O
the	O
independent	O
news	O
agency	O
Voices	O
of	O
Iraq	O
-LRB-	O
VOI	O
-RRB-	O
.	O
The	O
source	O
added	O
''	O
``	O
the	O
gunmen	O
opened	O
small-arms	O
fire	O
towards	O
the	O
patrol	O
,	O
killing	O
three	KILLED
policemen	O
and	O
setting	O
ablaze	O
a	O
police	O
vehicle	O
.	O
''	O
''	O
Police	O
reinforcements	O
were	O
sent	O
to	O
the	O
location	O
and	O
the	O
area	O
was	O
sealed	O
off	O
,	O
the	O
source	O
added	O
.	O
DynCorp	O
,	O
a	O
Virginia-based	O
company	O
,	O
was	O
working	O
with	O
the	O
Ministry	O
of	O
Interior	O
to	O
investigate	O
what	O
happened	O
in	O
the	O
Saturday	O
shooting	O
,	O
said	O
Philip	O
Reeker	O
,	O
a	O
US	O
Embassy	O
spokesman	O
.	O
''	O
``	O
DynCorp	O
did	O
inform	O
the	O
Embassy	O
that	O
at	O
12.45	O
pm	O
on	O
Saturday	O
,	O
there	O
had	O
been	O
a	O
security	O
incident	O
involving	O
a	O
DynCorp	O
PSD	O
-LSB-	O
private	O
security	O
detail	O
-RSB-	O
in	O
Baghdad	O
,	O
''	O
''	O
Mr	O
Reeker	O
said	O
.	O
''	O
``	O
They	O
reported	O
that	O
a	O
private	O
vehicle	O
approached	O
the	O
convoy	O
,	O
and	O
continued	O
to	O
approach	O
to	O
the	O
point	O
where	O
a	O
member	O
of	O
the	O
PSD	O
used	O
his	O
weapon	O
to	O
disable	O
the	O
vehicle	O
.	O
''	O
''	O
A	O
policeman	O
on	O
the	O
scene	O
said	O
that	O
the	O
taxi	O
driver	O
had	O
been	O
shot	O
in	O
the	O
chest	O
and	O
died	O
while	O
being	O
rushed	O
to	O
hospital	O
.	O
Major	O
General	O
Abdul-Karim	O
Khalaf	O
,	O
the	O
Interior	O
Ministry	O
spokesman	O
,	O
also	O
confirmed	O
that	O
the	O
man	O
had	O
died	O
.	O
''	O
``	O
The	O
man	O
killed	O
was	O
driving	O
a	O
civilian	O
car	O
,	O
a	O
white	O
Hyundai	O
Elantra	O
,	O
with	O
a	O
taxi	O
sign	O
on	O
it	O
,	O
''	O
''	O
the	O
police	O
officer	O
told	O
the	O
French	O
news	O
agency	O
AFP	O
.	O
''	O
``	O
He	O
came	O
off	O
the	O
highway	O
as	O
the	O
convoy	O
...	O
was	O
passing	O
.	O
There	O
were	O
Iraqis	O
and	O
foreigners	O
inside	O
the	O
cars	O
,	O
they	O
were	O
pointing	O
Kalashnikovs	O
and	O
other	O
rifles	O
out	O
the	O
windows	O
,	O
''	O
''	O
he	O
said	O
.	O
The	O
convoy	O
had	O
been	O
driving	O
on	O
the	O
wrong	O
side	O
of	O
the	O
road	O
--	O
a	O
tactic	O
adopted	O
to	O
bypass	O
traffic	O
in	O
Baghdad	O
's	O
congested	O
streets	O
,	O
the	O
policeman	O
said	O
.	O
It	O
stopped	O
for	O
a	O
moment	O
,	O
with	O
one	KILLED
car	O
some	O
way	O
behind	O
,	O
and	O
then	O
pushed	O
on	O
.	O
''	O
``	O
As	O
soon	O
as	O
the	O
taxi	O
driver	O
started	O
to	O
move	O
,	O
guards	O
in	O
the	O
last	O
car	O
,	O
which	O
apparently	O
he	O
had	O
not	O
seen	O
,	O
opened	O
fire	O
on	O
him	O
.	O
They	O
fired	O
three	O
shots	O
,	O
one	KILLED
hit	O
him	O
in	O
the	O
chest	O
,	O
and	O
two	O
hit	O
the	O
engine	O
of	O
the	O
car	O
,	O
''	O
''	O
the	O
policeman	O
said	O
.	O
An	O
Iraqi	O
taxi	O
driver	O
was	O
shot	O
and	O
killed	O
on	O
Saturday	O
by	O
a	O
guard	O
with	O
DynCorp	O
International	O
,	O
a	O
private	O
security	O
company	O
hired	O
to	O
protect	O
American	O
diplomats	O
here	O
,	O
when	O
a	O
DynCorp	O
convoy	O
rolled	O
past	O
a	O
knot	O
of	O
traffic	O
on	O
an	O
exit	O
ramp	O
in	O
Baghdad	O
,	O
the	O
Iraqi	O
Interior	O
Ministry	O
said	O
Sunday	O
.	O
Three	O
witnesses	O
said	O
the	O
taxi	O
had	O
posed	O
no	O
threat	O
to	O
the	O
convoy	O
,	O
and	O
one	KILLED
of	O
them	O
,	O
an	O
Iraqi	O
Army	O
sergeant	O
who	O
inspected	O
the	O
car	O
afterward	O
,	O
said	O
it	O
contained	O
no	O
weapons	O
or	O
explosive	O
devices	O
.	O
''	O
``	O
They	O
just	O
killed	O
a	O
man	O
and	O
drove	O
away	O
,	O
''	O
''	O
Maj.	O
Gen.	O
Abdul-Karim	O
Khalaf	O
,	O
an	O
Interior	O
Ministry	O
spokesman	O
,	O
said	O
in	O
his	O
office	O
on	O
Sunday	O
afternoon	O
.	O
He	O
added	O
later	O
,	O
''	O
``	O
We	O
have	O
opened	O
an	O
investigation	O
,	O
and	O
we	O
have	O
contacted	O
the	O
company	O
and	O
told	O
them	O
about	O
our	O
accusations	O
,	O
and	O
we	O
are	O
still	O
waiting	O
for	O
their	O
response	O
.	O
''	O
''	O
As	O
in	O
several	O
previous	O
shootings	O
involving	O
security	O
companies	O
affiliated	O
with	O
the	O
State	O
Department	O
,	O
witnesses	O
to	O
Saturday	O
's	O
shooting	O
said	O
they	O
saw	O
no	O
reason	O
for	O
the	O
guards	O
to	O
open	O
fire	O
on	O
the	O
car	O
,	O
a	O
white	O
Hyundai	O
with	O
a	O
taxi	O
sign	O
on	O
the	O
roof	O
,	O
driven	O
by	O
Mohamad	O
Khalil	O
Khudair	O
,	O
40	O
.	O
It	O
was	O
unclear	O
where	O
the	O
convoy	O
was	O
headed	O
,	O
or	O
whether	O
it	O
carried	O
any	O
American	O
officials	O
.	O
''	O
``	O
The	O
poor	O
cabdriver	O
was	O
stopped	O
here	O
,	O
''	O
''	O
said	O
one	KILLED
witness	O
,	O
Raafat	O
Jassim	O
,	O
36	O
,	O
who	O
said	O
he	O
was	O
standing	O
outside	O
a	O
barbershop	O
near	O
the	O
exit	O
ramp	O
at	O
the	O
time	O
.	O
''	O
``	O
He	O
had	O
his	O
hazard	O
lights	O
flashing	O
,	O
and	O
the	O
convoy	O
was	O
a	O
long	O
way	O
away	O
from	O
him	O
,	O
''	O
''	O
Mr.	O
Jassim	O
said	O
,	O
pointing	O
to	O
a	O
spot	O
about	O
50	O
yards	O
down	O
the	O
ramp	O
,	O
which	O
comes	O
off	O
a	O
bridge	O
over	O
the	O
Tigris	O
River	O
in	O
a	O
neighborhood	O
called	O
Utafiya	O
.	O
An	O
official	O
at	O
the	O
local	O
police	O
headquarters	O
said	O
that	O
the	O
victim	O
's	O
brother	O
had	O
insisted	O
on	O
pressing	O
charges	O
against	O
the	O
company	O
and	O
that	O
as	O
a	O
result	O
,	O
the	O
case	O
had	O
been	O
referred	O
to	O
an	O
Iraqi	O
judge	O
.	O
But	O
legal	O
loopholes	O
and	O
immunities	O
in	O
Iraqi	O
and	O
American	O
law	O
have	O
raised	O
questions	O
about	O
whether	O
private	O
security	O
companies	O
operating	O
in	O
this	O
country	O
can	O
be	O
called	O
to	O
account	O
in	O
any	O
court	O
.	O
Both	O
the	O
State	O
Department	O
and	O
DynCorp	O
confirmed	O
that	O
there	O
had	O
been	O
a	O
shooting	O
involving	O
one	KILLED
of	O
the	O
company	O
's	O
convoys	O
on	O
Saturday	O
.	O
Possibly	O
because	O
the	O
convoy	O
sped	O
away	O
after	O
the	O
shooting	O
,	O
neither	O
the	O
company	O
nor	O
the	O
State	O
Department	O
could	O
immediately	O
confirm	O
that	O
Mr.	O
Khudair	O
had	O
been	O
killed	O
.	O
But	O
Gregory	O
Lagana	O
,	O
a	O
DynCorp	O
spokesman	O
,	O
said	O
the	O
details	O
of	O
